product_id,product_name,category,returns_percent,risk_level,news_summary,user_id,user_age,user_risk_appetite,investment_goal,age_group
FUND00219,HDFC Tax Saver Fund,Hybrid,9.57,High,Markets rally as tech stocks gain momentum,USER1668,26,Low,retirement,26-35
FUND00220,ICICI Index Fund,Equity,12.41,Low,Markets rally as tech stocks gain momentum,USER1851,46,High,child education,46-60
FUND00221,Kotak Value Fund,Index,23.57,Moderate,Index funds outperform actively managed peers,USER1890,45,High,child education,36-45
FUND00222,Axis Value Fund,Debt,2.66,Low,Financial sector poised for recovery,USER1539,32,Moderate,long-term growth,26-35
FUND00223,SBI Index Fund,Equity,15.43,Low,Strong corporate earnings boost investor sentiment,USER1786,45,Moderate,retirement,36-45
FUND00224,Axis Index Fund,Equity,3.94,High,Investors shift focus to emerging markets,USER1536,60,Low,long-term growth,46-60
FUND00225,HDFC Balanced Fund,Debt,9.64,High,Oil prices stabilize amid geopolitical tensions,USER0646,36,Moderate,short-term gain,36-45
FUND00226,SBI Growth Fund,Debt,17.44,Low,Strong corporate earnings boost investor sentiment,USER0025,40,High,child education,36-45
FUND00227,Kotak Index Fund,Sectoral,12.32,High,Markets rally as tech stocks gain momentum,USER1717,52,Low,tax saving,46-60
FUND00228,Kotak Balanced Fund,Sectoral,6.61,Moderate,Oil prices stabilize amid geopolitical tensions,USER0716,48,High,short-term gain,46-60
FUND00229,Axis Index Fund,Hybrid,8.42,High,High-risk funds show unexpected performance,USER0740,49,Low,tax saving,46-60
FUND00230,Axis Value Fund,Sectoral,15.4,High,Markets rally as tech stocks gain momentum,USER1838,49,Moderate,retirement,46-60
FUND00231,HDFC Tax Saver Fund,Balanced,8.35,Low,Strong corporate earnings boost investor sentiment,USER1816,22,High,long-term growth,18-25
FUND00232,ICICI Balanced Fund,Hybrid,13.08,High,Oil prices stabilize amid geopolitical tensions,USER1804,33,High,short-term gain,26-35
FUND00233,HDFC Balanced Fund,Debt,12.23,Low,Oil prices stabilize amid geopolitical tensions,USER1655,41,Low,retirement,36-45
FUND00234,Kotak Growth Fund,Debt,8.74,Low,Oil prices stabilize amid geopolitical tensions,USER0235,42,Low,long-term growth,36-45
FUND00235,Axis Index Fund,Balanced,22.72,High,Oil prices stabilize amid geopolitical tensions,USER0560,52,Moderate,long-term growth,46-60
FUND00236,Axis Value Fund,Equity,15.17,Low,Federal Reserve hints at interest rate cuts,USER1795,34,Moderate,short-term gain,26-35
FUND00237,SBI Value Fund,Balanced,1.87,Moderate,Index funds outperform actively managed peers,USER0918,49,High,retirement,46-60
FUND00238,HDFC Balanced Fund,Hybrid,12.93,High,Index funds outperform actively managed peers,USER1109,54,High,child education,46-60
FUND00239,Kotak Balanced Fund,Index,8.69,Low,Oil prices stabilize amid geopolitical tensions,USER1585,26,Moderate,short-term gain,26-35
FUND00240,Kotak Balanced Fund,Balanced,16.26,Low,Index funds outperform actively managed peers,USER1873,40,Low,retirement,36-45
FUND00241,SBI Balanced Fund,Equity,8.04,Low,Strong corporate earnings boost investor sentiment,USER1084,43,High,short-term gain,36-45
FUND00242,ICICI Value Fund,Sectoral,11.43,High,Mutual funds see record inflows this quarter,USER1961,39,Low,short-term gain,36-45
FUND00243,Kotak Value Fund,Index,14.52,Low,Economic growth forecasts revised upward,USER0002,58,High,short-term gain,46-60
FUND00244,Axis Value Fund,Balanced,16.33,Moderate,Federal Reserve hints at interest rate cuts,USER0168,40,High,child education,36-45
FUND00245,SBI Tax Saver Fund,Sectoral,6.0,Moderate,Investors shift focus to emerging markets,USER0400,24,Moderate,child education,18-25
FUND00246,Axis Growth Fund,Sectoral,10.33,Low,Mutual funds see record inflows this quarter,USER0374,39,Moderate,long-term growth,36-45
FUND00247,Axis Value Fund,Sectoral,9.63,Moderate,High-risk funds show unexpected performance,USER0929,51,High,tax saving,46-60
FUND00248,HDFC Growth Fund,Debt,8.73,High,Index funds outperform actively managed peers,USER0806,37,Low,short-term gain,36-45
FUND00249,Kotak Tax Saver Fund,Equity,20.83,High,Markets rally as tech stocks gain momentum,USER0722,50,Moderate,tax saving,46-60
FUND00250,SBI Tax Saver Fund,Equity,14.02,Low,Strong corporate earnings boost investor sentiment,USER0498,52,Low,long-term growth,46-60
FUND00251,Axis Tax Saver Fund,Balanced,5.7,Moderate,High-risk funds show unexpected performance,USER0843,35,Low,long-term growth,26-35
FUND00252,SBI Balanced Fund,Sectoral,16.59,Moderate,Oil prices stabilize amid geopolitical tensions,USER0502,28,High,long-term growth,26-35
FUND00253,Axis Growth Fund,Index,22.61,Moderate,High-risk funds show unexpected performance,USER0005,22,Moderate,long-term growth,18-25
FUND00254,Axis Value Fund,Hybrid,17.16,High,Federal Reserve hints at interest rate cuts,USER1390,26,Low,child education,26-35
FUND00255,HDFC Balanced Fund,Hybrid,4.4,Moderate,Financial sector poised for recovery,USER0742,52,Low,long-term growth,46-60
FUND00256,Axis Value Fund,Balanced,9.58,Moderate,Index funds outperform actively managed peers,USER0782,42,Moderate,short-term gain,36-45
FUND00257,Kotak Growth Fund,Index,18.33,Low,Mutual funds see record inflows this quarter,USER0793,40,Low,tax saving,36-45
FUND00258,SBI Value Fund,Hybrid,8.46,Low,Federal Reserve hints at interest rate cuts,USER1880,57,Moderate,child education,46-60
FUND00259,Axis Tax Saver Fund,Equity,14.22,High,High-risk funds show unexpected performance,USER0124,56,Moderate,short-term gain,46-60
FUND00260,Kotak Index Fund,Index,15.87,Low,Economic growth forecasts revised upward,USER1837,47,Low,retirement,46-60
FUND00261,ICICI Tax Saver Fund,Hybrid,7.37,High,Financial sector poised for recovery,USER1251,55,Moderate,long-term growth,46-60
FUND00262,Axis Index Fund,Equity,11.7,Low,Economic growth forecasts revised upward,USER1513,52,Moderate,child education,46-60
FUND00263,SBI Tax Saver Fund,Debt,-4.21,Moderate,Index funds outperform actively managed peers,USER1941,35,High,child education,26-35
FUND00264,Axis Index Fund,Equity,6.88,Low,Markets rally as tech stocks gain momentum,USER1472,28,Low,tax saving,26-35
FUND00265,Kotak Balanced Fund,Balanced,10.74,Low,Economic growth forecasts revised upward,USER0182,47,High,tax saving,46-60
FUND00266,SBI Tax Saver Fund,Equity,5.76,High,Strong corporate earnings boost investor sentiment,USER0915,45,Low,tax saving,36-45
FUND00267,Axis Growth Fund,Debt,20.16,Low,Mutual funds see record inflows this quarter,USER0680,37,Low,retirement,36-45
FUND00268,Axis Growth Fund,Balanced,4.85,Low,Mutual funds see record inflows this quarter,USER1640,63,Moderate,child education,
FUND00269,Axis Value Fund,Sectoral,9.8,High,Strong corporate earnings boost investor sentiment,USER1652,42,Moderate,long-term growth,36-45
FUND00270,SBI Index Fund,Index,12.65,Moderate,Strong corporate earnings boost investor sentiment,USER1359,22,Moderate,short-term gain,18-25
FUND00271,ICICI Index Fund,Sectoral,19.21,Low,Investors shift focus to emerging markets,USER1652,42,Moderate,long-term growth,36-45
FUND00272,Axis Balanced Fund,Sectoral,4.82,High,Federal Reserve hints at interest rate cuts,USER0757,39,Moderate,long-term growth,36-45
FUND00273,ICICI Growth Fund,Hybrid,17.82,Moderate,Mutual funds see record inflows this quarter,USER0062,46,Moderate,retirement,46-60
FUND00274,SBI Tax Saver Fund,Hybrid,12.05,Low,High-risk funds show unexpected performance,USER0315,58,Moderate,short-term gain,46-60
FUND00275,SBI Value Fund,Sectoral,7.09,High,Index funds outperform actively managed peers,USER1891,30,High,child education,26-35
FUND00276,Axis Balanced Fund,Index,14.31,High,Oil prices stabilize amid geopolitical tensions,USER0323,49,High,retirement,46-60
FUND00277,Axis Value Fund,Hybrid,13.0,High,High-risk funds show unexpected performance,USER1312,33,Moderate,retirement,26-35
FUND00278,Kotak Index Fund,Index,9.0,Moderate,Financial sector poised for recovery,USER0802,52,Moderate,tax saving,46-60
FUND00279,ICICI Balanced Fund,Sectoral,12.35,Moderate,Investors shift focus to emerging markets,USER1194,23,Low,retirement,18-25
FUND00280,ICICI Index Fund,Equity,10.07,Moderate,Economic growth forecasts revised upward,USER0599,63,High,short-term gain,
FUND00281,Axis Index Fund,Index,12.57,High,Strong corporate earnings boost investor sentiment,USER1923,48,Low,retirement,46-60
FUND00282,ICICI Index Fund,Equity,15.31,Low,Markets rally as tech stocks gain momentum,USER1530,63,High,retirement,
FUND00283,Kotak Tax Saver Fund,Hybrid,19.93,Low,Mutual funds see record inflows this quarter,USER0019,50,High,long-term growth,46-60
FUND00284,Axis Growth Fund,Sectoral,5.81,Moderate,Oil prices stabilize amid geopolitical tensions,USER0379,40,Low,short-term gain,36-45
FUND00285,HDFC Balanced Fund,Index,22.67,High,Investors shift focus to emerging markets,USER0230,47,Moderate,child education,46-60
FUND00286,ICICI Growth Fund,Index,2.24,Moderate,High-risk funds show unexpected performance,USER1900,56,High,tax saving,46-60
FUND00287,SBI Tax Saver Fund,Balanced,11.24,Moderate,Oil prices stabilize amid geopolitical tensions,USER1480,35,High,long-term growth,26-35
FUND00288,HDFC Value Fund,Balanced,14.94,High,Financial sector poised for recovery,USER1232,52,Low,retirement,46-60
FUND00289,Axis Value Fund,Balanced,13.4,High,Economic growth forecasts revised upward,USER1453,60,Low,child education,46-60
FUND00290,Axis Tax Saver Fund,Equity,8.89,High,Index funds outperform actively managed peers,USER0467,52,Moderate,long-term growth,46-60
FUND00291,HDFC Balanced Fund,Balanced,10.96,High,Index funds outperform actively managed peers,USER0952,62,High,long-term growth,
FUND00292,SBI Balanced Fund,Balanced,9.53,Low,Mutual funds see record inflows this quarter,USER1408,43,Low,retirement,36-45
FUND00293,Axis Growth Fund,Balanced,9.05,High,Financial sector poised for recovery,USER0237,28,Low,child education,26-35
FUND00294,HDFC Index Fund,Debt,16.25,High,Oil prices stabilize amid geopolitical tensions,USER1751,42,Low,long-term growth,36-45
FUND00295,SBI Growth Fund,Equity,13.79,Moderate,Strong corporate earnings boost investor sentiment,USER0967,38,Low,retirement,36-45
FUND00296,HDFC Value Fund,Hybrid,8.54,Moderate,Investors shift focus to emerging markets,USER1320,61,Moderate,long-term growth,
FUND00297,Axis Balanced Fund,Debt,16.5,High,Index funds outperform actively managed peers,USER0101,26,Low,child education,26-35
FUND00298,Axis Tax Saver Fund,Balanced,13.54,Low,Index funds outperform actively managed peers,USER1645,32,High,long-term growth,26-35
FUND00299,ICICI Balanced Fund,Equity,16.06,High,Oil prices stabilize amid geopolitical tensions,USER1635,41,Moderate,short-term gain,36-45
FUND00300,Axis Tax Saver Fund,Balanced,15.15,Low,Financial sector poised for recovery,USER0645,40,High,long-term growth,36-45
FUND00301,Axis Tax Saver Fund,Debt,7.86,Low,Markets rally as tech stocks gain momentum,USER1048,62,High,long-term growth,
FUND00302,Axis Value Fund,Index,9.2,Moderate,Oil prices stabilize amid geopolitical tensions,USER0967,38,Low,retirement,36-45
FUND00303,HDFC Index Fund,Hybrid,15.74,High,Financial sector poised for recovery,USER0714,50,High,tax saving,46-60
FUND00304,Kotak Balanced Fund,Equity,15.05,Moderate,High-risk funds show unexpected performance,USER1601,51,High,short-term gain,46-60
FUND00305,SBI Tax Saver Fund,Hybrid,11.9,High,Financial sector poised for recovery,USER0194,47,High,short-term gain,46-60
FUND00306,Axis Value Fund,Index,12.59,Moderate,Financial sector poised for recovery,USER0522,39,Moderate,long-term growth,36-45
FUND00307,ICICI Index Fund,Index,18.39,Low,High-risk funds show unexpected performance,USER1464,55,High,tax saving,46-60
FUND00308,ICICI Index Fund,Sectoral,9.04,Moderate,Index funds outperform actively managed peers,USER1549,22,Moderate,tax saving,18-25
FUND00309,Kotak Value Fund,Balanced,14.74,Moderate,Oil prices stabilize amid geopolitical tensions,USER0198,22,Low,retirement,18-25
FUND00310,HDFC Index Fund,Hybrid,10.99,Low,Oil prices stabilize amid geopolitical tensions,USER0499,55,Low,short-term gain,46-60
FUND00311,Kotak Growth Fund,Sectoral,10.91,High,Federal Reserve hints at interest rate cuts,USER0704,32,Moderate,long-term growth,26-35
FUND00312,Axis Value Fund,Debt,17.49,High,Mutual funds see record inflows this quarter,USER0623,64,High,tax saving,
FUND00313,SBI Balanced Fund,Balanced,16.13,Low,Markets rally as tech stocks gain momentum,USER1902,57,High,tax saving,46-60
FUND00314,Kotak Value Fund,Balanced,16.07,High,Oil prices stabilize amid geopolitical tensions,USER1124,61,High,child education,
FUND00315,ICICI Growth Fund,Balanced,18.53,High,Investors shift focus to emerging markets,USER1474,24,Low,retirement,18-25
FUND00316,HDFC Value Fund,Index,12.11,Low,Federal Reserve hints at interest rate cuts,USER0777,34,Moderate,retirement,26-35
FUND00317,Kotak Value Fund,Balanced,15.41,Low,Financial sector poised for recovery,USER0834,29,High,short-term gain,26-35
FUND00318,HDFC Value Fund,Hybrid,10.45,High,Index funds outperform actively managed peers,USER1460,53,High,retirement,46-60
FUND00319,Axis Balanced Fund,Debt,13.62,Low,Mutual funds see record inflows this quarter,USER1694,22,High,tax saving,18-25
FUND00320,Kotak Value Fund,Sectoral,11.35,High,Financial sector poised for recovery,USER1081,60,Moderate,retirement,46-60
FUND00321,SBI Balanced Fund,Hybrid,12.48,Moderate,Economic growth forecasts revised upward,USER0004,31,Moderate,short-term gain,26-35
FUND00322,SBI Value Fund,Equity,14.98,Moderate,Mutual funds see record inflows this quarter,USER1222,48,Low,long-term growth,46-60
FUND00323,HDFC Balanced Fund,Debt,7.91,High,Mutual funds see record inflows this quarter,USER1322,61,Moderate,tax saving,
FUND00324,Axis Tax Saver Fund,Hybrid,22.46,Low,Federal Reserve hints at interest rate cuts,USER1427,65,Low,tax saving,
FUND00325,Axis Growth Fund,Hybrid,6.97,High,Markets rally as tech stocks gain momentum,USER0921,28,High,tax saving,26-35
FUND00326,HDFC Index Fund,Hybrid,5.93,High,Investors shift focus to emerging markets,USER0520,63,High,long-term growth,
FUND00327,SBI Tax Saver Fund,Index,17.79,High,Mutual funds see record inflows this quarter,USER1967,26,High,child education,26-35
FUND00328,SBI Growth Fund,Balanced,15.96,Low,Markets rally as tech stocks gain momentum,USER1697,24,High,child education,18-25
FUND00329,Axis Growth Fund,Sectoral,15.12,High,Economic growth forecasts revised upward,USER0891,54,High,long-term growth,46-60
FUND00330,SBI Tax Saver Fund,Debt,15.14,High,Economic growth forecasts revised upward,USER0279,60,Moderate,short-term gain,46-60
FUND00331,HDFC Index Fund,Balanced,11.94,Moderate,Economic growth forecasts revised upward,USER0030,32,High,long-term growth,26-35
FUND00332,Axis Growth Fund,Debt,7.51,Low,Index funds outperform actively managed peers,USER1093,23,High,retirement,18-25
FUND00333,HDFC Value Fund,Index,12.38,Low,Economic growth forecasts revised upward,USER0753,51,Moderate,retirement,46-60
FUND00334,HDFC Balanced Fund,Sectoral,8.61,Low,Markets rally as tech stocks gain momentum,USER1331,42,High,short-term gain,36-45
FUND00335,Axis Index Fund,Hybrid,16.88,High,Economic growth forecasts revised upward,USER1938,51,Low,long-term growth,46-60
FUND00336,Kotak Index Fund,Sectoral,11.26,High,High-risk funds show unexpected performance,USER1718,48,High,retirement,46-60
FUND00337,ICICI Index Fund,Balanced,7.87,Low,Oil prices stabilize amid geopolitical tensions,USER1712,63,High,child education,
FUND00338,Axis Tax Saver Fund,Index,10.39,Moderate,Strong corporate earnings boost investor sentiment,USER1620,44,Low,tax saving,36-45
FUND00339,HDFC Value Fund,Debt,14.06,Moderate,High-risk funds show unexpected performance,USER1846,27,Moderate,child education,26-35
FUND00340,Axis Balanced Fund,Hybrid,9.18,Low,Economic growth forecasts revised upward,USER0809,58,Low,child education,46-60
FUND00341,SBI Tax Saver Fund,Balanced,7.89,Moderate,High-risk funds show unexpected performance,USER1855,32,High,short-term gain,26-35
FUND00342,HDFC Index Fund,Hybrid,13.22,Low,Federal Reserve hints at interest rate cuts,USER0380,37,Low,retirement,36-45
FUND00343,HDFC Index Fund,Equity,13.22,High,Strong corporate earnings boost investor sentiment,USER0912,65,High,retirement,
FUND00344,ICICI Tax Saver Fund,Equity,9.47,Low,Financial sector poised for recovery,USER1917,65,Moderate,short-term gain,
FUND00345,SBI Balanced Fund,Debt,9.64,High,Financial sector poised for recovery,USER0840,39,High,short-term gain,36-45
FUND00346,ICICI Growth Fund,Sectoral,13.16,Low,Index funds outperform actively managed peers,USER0965,41,Low,long-term growth,36-45
FUND00347,Kotak Balanced Fund,Debt,4.76,Moderate,Economic growth forecasts revised upward,USER0218,29,Moderate,long-term growth,26-35
